cveid,brief
CVE-2024-49038,"Improper neutralization of input during web page generation in Microsoft Copilot Studio can allow an unauthorized attacker to escalate privileges over a network.   This vulnerability is relevant to LLMs as Copilot Studio is a tool used for generating AI-driven content and services, highlighting security risks in AI environments.  "
CVE-2024-4841,"A Path Traversal vulnerability exists in the parisneo/lollms-webui that can lead to unauthorized access to sensitive files on the victim's system.   This vulnerability is significant as it arises from the improper handling of the 'path' parameter in HTTP requests, allowing an attacker to exploit it: ""an attacker can predict the folders, subfolders, and files present on the victim's computer."""
CVE-2024-48144,"A prompt injection vulnerability in the chatbox of the Fusion Chat AI Assistant allows attackers to exfiltrate chat data via crafted messages.   This vulnerability directly affects an AI assistant's functionality, showcasing risks inherent in user prompts and AI interactions.  "
CVE-2024-48142,"A prompt injection vulnerability in the Butterfly Effect Limited Monica ChatGPT AI Assistant v2.4.0 allows attackers to access and exfiltrate all previous and subsequent chat data via a crafted message.   This is relevant to LLM systems as it directly affects the chat component, enabling unauthorized data access, highlighting ""prompt injection"" and ""exfiltrate all previous and subsequent chat data.""  "
CVE-2024-47868,"Several components in Gradio, an open-source Python package for prototyping, are vulnerable to arbitrary file leaks due to post-process data validation issues.   The exposure arises when attackers bypass input constraints to access sensitive files, particularly through components returning file data, as noted in the advisory's detailed description.  "
CVE-2024-4890,"A blind SQL injection vulnerability in the berriai/litellm application can lead to unauthorized access to sensitive information.   This is relevant to LLM systems as it exploits a specific component within the application that processes user data, emphasizing the risks associated with improper parameter handling."
CVE-2024-49375,"A vulnerability in Rasa allows remote code execution via malicious model loading, posing significant risks to systems using this LLM framework.   This is especially relevant for LLMs as Rasa is an open-source machine learning framework designed to handle natural language processing tasks, linking it closely to LLM functionalities."
CVE-2024-4889,"A code injection vulnerability exists in the `berriai/litellm` application due to unvalidated input leading to arbitrary code execution.   This vulnerability is notable as it allows attackers to exploit the eval function, raising concerns in LLM systems due to malicious code execution potential."
CVE-2024-4839,"A Cross-Site Request Forgery (CSRF) vulnerability exists in the 'Servers Configurations' function of the parisneo/lollms-webui, affecting various services including XTTS and vLLM.   This vulnerability allows attackers to trick users into inadvertently installing malicious services by submitting unauthorized requests, demonstrating its critical impact on LLM-related functionalities."
CVE-2024-4888,"BerriAI's litellm experiences a critical vulnerability that allows arbitrary file deletion via improper input validation on an endpoint, endangering critical files.   This is significant for LLMs as it can lead to unauthorized deletion of vital components or configurations necessary for LLM operation, evidenced by the phrase ""deleting critical files on the server."""
CVE-2024-50050,"Llama Stack prior to revision 7a8aa775e5a267cf8660d83140011a0b7f91e005 used pickle for socket communication, which could lead to remote code execution.   This is relevant because it involves a serialization vulnerability that could compromise the LLM system's integrity (""Deserialization of Untrusted Data"")."
CVE-2024-5126,"An improper access control vulnerability exists in the lunary-ai/lunary system that allows unauthorized users to update prompt details.   This vulnerability is highly relevant to LLM systems as it affects the prompt updating functionality, a critical component for prompt integrity."
CVE-2024-5184,"The EmailGPT service exhibits a prompt injection vulnerability that allows malicious users to manipulate the service logic through injected prompts.   This system's vulnerability can lead to significant privacy and security concerns, as attackers can exploit it to gain delivery of sensitive hard-coded prompts or execute harmful requests."
CVE-2024-5125,"The vulnerability allows for Cross-Site Scripting (XSS) and Open Redirect in the parisneo/lollms-webui, affecting its input validation for SVG file uploads.   This is relevant to LLMs as it can compromise the integrity of the AI module’s functionality that processes these user-uploaded files, citing ""malicious JavaScript code"" as a risk.  "
CVE-2024-5208,"An uncontrolled resource consumption vulnerability exists in the `upload-link` endpoint of mintplex-labs/anything-llm, leading to a potential denial of service (DoS).   This highlights a weakness in the platform's server management, as invalid requests can cause shutdowns, indicating oversight in previous fixes.  "
CVE-2024-5216,"The vulnerability in mintplex-labs/anything-llm leads to a Denial of Service (DoS) condition caused by uncontrolled resource consumption due to oversized usernames.   This undermines the system's security posture and operational functionality, as it prevents administrators from managing users effectively."
CVE-2024-53844,"The CVE-2024-53844 vulnerability in the EDDI (Enhanced Dialog Driven Interface) middleware allows for path traversal, potentially exposing sensitive files within the application context.   This is strongly relevant as EDDI manages LLM API bots, and the flaw allows unauthorized access through manipulated requests, as indicated by ""manipulating the `botFilename` parameter."""
CVE-2024-48141,"A prompt injection vulnerability in Zhipu AI CodeGeeX v2.17.0 allows attackers to access and exfiltrate chat data via crafted messages.   This is significant as it directly affects the interaction component of the LLM, making the LLM-leveraging system susceptible to data breaches."
CVE-2024-5185,"The EmbedAI application is vulnerable to data poisoning attacks due to a CSRF vulnerability, affecting the integrity of its language model.   This vulnerability arises from ""the absence of a secure session management implementation and weak CORS policies,"" allowing an attacker to manipulate model input."
CVE-2024-48919,"Cursor is a code editor that allows users to generate terminal commands, but a prompt injection vulnerability enables attackers to execute arbitrary commands in the user's terminal if they import malicious content.   This issue involves ""CWE-20: Improper Input Validation"" and demonstrates how an attacker can leverage user actions in a language model context, specifically through the Terminal Cmd-K feature."
CVE-2024-5211,"A path traversal vulnerability in the mintplex-labs/anything-llm system allows unauthorized reading, deletion, and overwriting of critical files, potentially leading to application compromise.   The vulnerability arises from improper validation of user input and can be exploited through the custom logo setting feature, which jeopardizes application integrity."
CVE-2024-53526,"The vulnerability CVE-2024-53526 allows for Command Execution in the Composio LLM plugins (OpenAI, Claude, Julep) via the handle_tool_calls function.   This is strongly relevant to LLM systems as it can lead to unauthorized execution of commands in integrated LLM environments, compromising their security. "
CVE-2024-5186,"A Server-Side Request Forgery (SSRF) vulnerability in the file upload section of the imartinez/privategpt application allows attackers to send crafted requests, potentially exposing sensitive data over the local network.   This vulnerability is relevant to LLMs as it affects a tool designed for private GPT applications, which may lead to unauthorized access to internal services."
CVE-2024-52384,"Unrestricted Upload of File with Dangerous Type vulnerability in Sage AI product allows arbitrary file uploads, potentially leading to web shell execution.   This vulnerability directly affects the Sage AI: Chatbots, OpenAI GPT-4 Bulk Articles, Dalle-3 Image Generation system, highlighting significant risks such as ""upload a web shell to a web server."""
CVE-2024-5131,"An Improper Access Control vulnerability in the lunary-ai/lunary repository allows unauthorized users to view prompts across projects by manipulating prompt IDs.   This is relevant to LLMs because prompt confidentiality is critical, and evidence includes ""unauthorized users to view any prompts."""
CVE-2024-52803,"LLama Factory has a critical remote OS command injection vulnerability due to improper handling of user input, allowing execution of arbitrary OS commands on host systems.   This is relevant because it affects the LLama Factory, which is used for fine-tuning large language models, thereby presenting a serious security risk."
CVE-2024-5124,"A timing attack vulnerability exists in the gaizhenbiao/chuanhuchatgpt repository, allowing attackers to exploit timing discrepancies in password comparison logic.   This vulnerability, present in version 20240310, compromises user password security due to exposed timing differences in comparisons.  "
CVE-2024-5389,"In lunary-ai/lunary version 1.2.13, an insufficient granularity of access control vulnerability allows unauthorized users to manipulate dataset prompts.   This impacts LLMs as adjustments to prompts can lead to inconsistent experimental results, highlighted by ""unauthorized modifications to dataset prompts."""
CVE-2024-5616,"A Cross-Site Request Forgery (CSRF) vulnerability in mudler/LocalAI allows attackers to delete installed models without user consent.   This vulnerability affects a system that supports LLMs, evidenced by the potential deletion of models like 'gpt-4-vision-preview'."
CVE-2024-52383,"Missing Authorization vulnerability in the KCT Ai Auto Tool Content Writing Assistant (Gemini Writer, ChatGPT) that can lead to exploiting incorrectly configured access control security levels.   This is relevant because it affects a plugin designed for LLM integration, potentially exposing sensitive functionality when misconfigured."
CVE-2024-53880,"NVIDIA Triton Inference Server has a vulnerability in its model loading API that can lead to a denial of service due to integer overflow caused by overly large model files.   This is relevant as it directly affects the availability of an LLM system, with the potential for high impact indicated by the CVSS score.  "
CVE-2024-5278,"The vulnerability allows unrestricted file uploads in the gaizhenbiao/chuanhuchatgpt application, which can lead to remote code execution (RCE).   This is relevant to LLMs because the application interacts with an AI model, and maliciously uploaded files could exploit the model's inference process, as indicated by ""allowing attackers to upload files with arbitrary extensions."""
CVE-2024-5248,"In lunary-ai/lunary version 1.2.5, there is an improper access control vulnerability in the `GET /v1/users/me/org` endpoint, allowing unauthorized access to user information.   This is relevant to LLMs as it enables unauthorized users to retrieve sensitive data, which can affect the privacy and security of prompt management systems, as stated ""allowing users with the `Prompt Editor` role to access the full list of users.""  "
CVE-2024-5482,"A Server-Side Request Forgery (SSRF) vulnerability exists in the 'add_webpage' endpoint of the parisneo/lollms-webui application, allowing for unauthorized requests.   This vulnerability is critical due to its potential to manipulate business logic and access sensitive data as it lacks adequate validation of user-entered URLs."
CVE-2024-49361,"A potential vulnerability in the ACON library related to improper input validation may lead to arbitrary code execution in machine learning applications.   This vulnerability can be exploited through malicious input data, presenting a significant risk for LLMs that utilize ACON for processing user-generated data."
CVE-2024-5225,"An SQL Injection vulnerability exists in the `berriai/litellm` repository affecting the `/global/spend/logs` endpoint, which could allow unauthorized data access and manipulation.   This issue is particularly relevant to LLMs as it targets a backend component involved in processing user inputs, risking the integrity and confidentiality of data stored and manipulated by the LLM system."
CVE-2024-5443,"The vulnerability CVE-2024-5443 involves a path traversal issue in the `parisneo/lollms` software, potentially leading to remote code execution.   This issue arises from insufficient input sanitization in the `/mount_extension` endpoint, allowing attackers to manipulate parameters to execute arbitrary code.  "
CVE-2024-5213,"In the mintplex-labs/anything-llm system, versions up to and including 1.5.3 expose sensitive user information, including password hashes, in the responses after login and account creation.   This vulnerability compromises user credentials, highlighting the critical need to protect sensitive information, as it states, ""the password hash of a user is returned in the response."""
CVE-2024-5565,"The vulnerability in the Vanna library allows for prompt injection attacks that can result in remote code execution due to improper input handling in its ""ask"" method with visualization enabled.   This is significant for LLMs as it directly targets the prompt mechanism integral to their operation, allowing unauthorized code execution through manipulated queries.  "
CVE-2024-55241,"An issue in deep-diver LLM-As-Chatbot before commit 99c2c03 allows a remote attacker to execute arbitrary code through the modelsbyom.py component.   This is strongly relevant to LLMs as it targets a specific component used in LLM chatbot systems, as indicated by the phrase ""execute arbitrary code.""  "
CVE-2024-5982,"A path traversal vulnerability in the gaizhenbiao/chuanhuchatgpt library allows for arbitrary file uploads and directory creation, leading to potential remote code execution.   This is relevant as it highlights a flaw in an LLM-related application where ""unsanitized input handling"" can compromise security."
CVE-2024-5822,"A Server-Side Request Forgery (SSRF) vulnerability in the upload processing interface of the gaizhenbiao/chuanhuchatgpt system enables attackers to send malicious requests, potentially gaining access to sensitive data.   This is relevant to LLMs as it involves a system that processes user requests and data, which can be utilized in LLM-oriented applications. "
CVE-2024-5751,"BerriAI/litellm's version v1.35.8 is vulnerable to remote code execution due to improper handling of environment variables within the `add_deployment` function.   This is significant as it directly targets the operational integrity of an LLM system, allowing attackers to execute arbitrary code through a crafted payload sent to a specific endpoint."
CVE-2024-5933,"A Cross-site Scripting (XSS) vulnerability exists in the chat functionality of the parisneo/lollms-webui, allowing attackers to inject malicious scripts.   This is relevant to LLMs as the web UI is likely used during user interactions for model prompts, exposing user inputs to potential threats through chat."
CVE-2024-5824,"A path traversal vulnerability in the `/set_personality_config` endpoint of the parisneo/lollms system allows unauthorized modifications to critical configuration files, potentially leading to remote code execution.   This vulnerability demonstrates a direct threat to LLM configurations that could compromise the integrity and security of the model's deployment."
CVE-2024-6281,"A path traversal vulnerability in `parisneo/lollms` allows attackers to manipulate file paths and potentially write to sensitive system folders.   This directly affects LLM components since `lollms` is related to large language models, making its integrity crucial."
CVE-2024-6139,"A path traversal vulnerability in the XTTS server of the parisneo/lollms package allows attackers to write audio files to arbitrary locations, risking unauthorized access to the file system.   This is relevant to LLMs as it affects a component that might be utilized for text-to-speech (TTS) functions in LLM applications, as indicated by ""**path traversal vulnerability**"" in the context of the LLM environment."
CVE-2024-5823,"A file overwrite vulnerability in the `gaizhenbiao/chuanhuchatgpt` application allows unauthorized access to configuration files, affecting system behavior.   This is relevant to LLMs as it impacts a specific application used in the context of chat interfaces, potentially altering outcomes, as the description states it could lead to ""unauthorized changes in system behavior."""
CVE-2024-56137,"MaxKB, an open source knowledge base system utilizing a large language model, has a remote command execution vulnerability that allows privileged users to run OS commands in custom scripts prior to version 1.9.0.   This vulnerability is critical because it impacts privileged functionality in a system designed for knowledge extraction using LLMs."
CVE-2024-56800,"Firecrawl, a web scraper utilized for extracting webpage content for LLMs, is vulnerable to a server-side request forgery (SSRF) attack in versions prior to 1.1.1.   This can be exploited via a malicious site that redirects to a local IP address, potentially leading to unauthorized access of local network resources, which is significant in the context of LLM use cases."
CVE-2024-5710,"berriai/litellm version 1.34.34 is vulnerable to improper access control within its team management functionality, allowing unauthorized actions.   The vulnerability arises from ""insufficient access control checks"" in the system's endpoints, posing a risk to the integrity of team management operations."
CVE-2024-5827,"Vanna v0.3.4 is vulnerable to SQL injection in its DuckDB integration, allowing attackers to write arbitrary files, including potentially harmful scripts, on the server's filesystem.   This issue is particularly relevant to LLMs since these systems often interact with databases and may be susceptible to similar types of prompt injection; as noted, ""malicious SQL training data and generate corresponding queries."""
CVE-2024-6040,"In the parisneo/lollms-webui version v9.8, there is a missing client_id parameter that exposes it to CSRF and local attacks.   This vulnerability allows unauthorized actions on victim machines, as indicated by the description of endpoints being ""susceptible to CSRF attacks."""
CVE-2024-6581,"A vulnerability in the Lollms application allows remote code execution due to stored XSS from improperly handled SVG file uploads.   This is relevant as it affects a web application that could host LLMs, indicated by vulnerabilities arising from the application's discussion image upload functionality."
CVE-2024-6091,"A vulnerability in significant-gravitas/autogpt version 0.5.1 allows an attacker to bypass shell command denylist settings, enabling unauthorized command execution.   This is relevant to LLMs as it directly affects the security of an integrated system that may be using autogpt, potentially leading to leaking sensitive information or manipulation of the model's execution."
CVE-2024-6331,"The vulnerability in the stitionai/devika system allows Local File Read (LFI) via a Prompt Injection attack, resulting in potential exposure of sensitive files.   This is relevant to LLMs as it involves exploitation through direct user input that manipulates the model's behavior, which can lead to significant information leakage."
CVE-2024-6090,"A path traversal vulnerability in gaizhenbiao/chuanhuchatgpt allows users to delete other users' chat histories and JSON files, impacting the system's availability.   This is relevant because it targets a component (chat history management) specific to LLM applications, potentially leading to service denial."
CVE-2024-6036,"The vulnerability in the `gaizhenbiao/chuanhuchatgpt` system allows any user to restart the server by exploiting the `/queue/join?` endpoint.   This can significantly disrupt service availability, as stated: ""This unrestricted server restart capability can severely disrupt service availability."""
CVE-2024-5826,"The vulnerability CVE-2024-5826 in the vanna-ai/vanna system allows for remote code execution due to prompt injection in the `vanna.ask` function.   This indicates a direct risk to the LLM application as it involves a critical flaw that permits attackers to execute arbitrary code, highlighting that ""the lack of a sandbox when executing LLM-generated code"" is the core issue."
CVE-2024-5969,"The vulnerability in the AIomatic content writer allows unauthenticated email sending due to insufficient input validation in the 'aiomatic_send_email' function.   This is relevant as it affects a system designed for AI content generation, potentially misusing LLM capabilities for sending unsolicited emails with arbitrary content."
CVE-2024-5753,"The vulnerability CVE-2024-5753 affects the vanna-ai/vanna system, enabling local file read through SQL injection due to improper input handling in a Python Flask API.   This is relevant because it demonstrates how prompt injection can expose sensitive information from the underlying server, evidenced by the ability to read files like `/etc/passwd`."
CVE-2024-6255,"A vulnerability in the JSON file handling of the gaizhenbiao/chuanhuchatgpt system allows for directory traversal attacks, enabling unauthorized deletion of critical configuration files.   This is relevant to LLMs because the configuration files like `config.json` are essential for properly functioning language models, highlighting the risk of disrupted operations.  "
CVE-2024-6587,"A Server-Side Request Forgery (SSRF) vulnerability in the `berriai/litellm` application could allow attackers to intercept sensitive OpenAI API keys.   This flaw is critical as it can lead to unauthorized access and the potential misuse of API keys, showing high confidentiality impact."
CVE-2024-6674,"A CORS misconfiguration in the `parisneo/lollms-webui` prior to version 10 can lead to sensitive information leaks, including logs and private API keys.   This issue heavily impacts LLM confidentiality due to the nature of the LLM components relying on sensitive user data."
CVE-2024-56363,"The APTRS system has a Server-Side Template Injection (SSTI) vulnerability that allows attackers to execute arbitrary code via unvalidated user input in a Jinja2 template.   This is relevant because it highlights a flaw in a system related to template rendering, specifically involving user input handling which could compromise the integrity and execution of LLM-related functionalities.  "
CVE-2024-6038,"A Regular Expression Denial of Service (ReDoS) vulnerability exists in the `gaizhenbiao/chuanhuchatgpt` system, specifically in the `filter_history` function of `utils.py`, allowing attackers to degrade service performance.   This is relevant to LLMs as it compromises service availability and thus affects any deployment relying on this component for user interactions."
CVE-2024-6845,"The Chatbot with ChatGPT WordPress plugin before version 2.4.6 exposes a REST endpoint lacking proper authorization, allowing potential key leakage.   This vulnerability permits unauthenticated users to retrieve and decode the OpenAI API key, which could be exploited to compromise LLM services."
CVE-2024-6971,"A path traversal vulnerability exists in the parisneo/lollms-webui, allowing local file access control issues.   This impacts the `lollms` component as it permits unauthorized vectorization of files, citing ""does not implement security measures.""  "
CVE-2024-6250,"An absolute path traversal vulnerability in parisneo/lollms-webui allows unauthorized file access on Windows systems through the `open_file` endpoint.   This vulnerability is relevant as it could potentially allow an attacker to exploit the LLM's underlying file handling logic, where files may contain sensitive training data or configurations."
CVE-2024-6847,"The vulnerability CVE-2024-6847 in the ""Chatbot with ChatGPT WordPress"" plugin allows SQL injection due to improper sanitization of user input.   This underscores a critical flaw in the system's input handling that can be exploited by unauthenticated users, as noted in the description ""does not properly sanitise and escape a parameter before using it in a SQL statement."""
CVE-2024-6706,"Attackers can craft a malicious prompt that coerces the language model into executing arbitrary JavaScript in the context of the web page.   This is indicative of vulnerabilities in systems utilizing LLMs, specifically in how input (prompts) are processed, leading to potential Cross-Site Scripting (XSS) attacks. "
CVE-2024-6959,"A vulnerability in the parisneo/lollms-webui version 9.8 allows for a Denial of Service (DoS) attack when uploading an improperly formatted file.   This is relevant because it affects a system designed for LLM interaction, leading to service downtime."
CVE-2024-7473,"An IDOR vulnerability in lunary-ai's 'Evaluations' function allows users to update other users' prompts by manipulating the 'id' parameter.   This vulnerability compromises the integrity of prompt data, specifically targeting the 'evaluations' aspect of the LLM, making it highly relevant to LLM systems."
CVE-2024-6960,"The H2O machine learning platform's deserialization of Java objects allows for potentially malicious code execution, as no class whitelist is enforced during the process.   This is categorized as type C because it strongly relates to LLMs through the use of machine learning models while not exclusively targeting components directly relevant to LLMs, as indicated by ""potentially allowing execution of malicious code."" "
CVE-2024-5935,"A Cross-Site Request Forgery (CSRF) vulnerability in the imartinez/privategpt application allows attackers to delete all uploaded files on the server, leading to potential data loss and service disruption.   This is relevant to LLMs as privategpt is specifically designed to utilize large language models, and the vulnerability can compromise the integrity and availability of user data."
CVE-2024-6723,"The vulnerability in the AI Engine WordPress plugin up to version 2.4.8 allows SQL injection attacks through unsanitized parameters used in SQL statements, which can be exploited by admin users viewing chatbot interactions.   This is relevant to LLMs as it potentially compromises the integrity of the data managed by AI systems, directly affecting their functionality and output quality—evident from ""leads to a SQL injection exploitable by admin users."""
CVE-2024-6985,A path traversal vulnerability in the api open_personality_folder of parisneo/lollms-webui allows unauthorized access to local files.   This could lead to unauthorized information disclosure since the attacker can exploit improper sanitization of the personality_folder parameter.
CVE-2024-8768,"A flaw in the vLLM library causes the completions API server to crash when an empty prompt is requested, leading to denial of service.   This vulnerability directly impacts the vLLM API, which is crucial for large language model interactions.  "
CVE-2024-7807,"A vulnerability exists in the ChuanhuChatGPT system, allowing for a Denial of Service attack through excessive character uploads that exhaust system resources.   This impact is critical as it renders the service inaccessible, disrupting operations, and is indicated by ""Denial of Service (DOS) attack"" and ""uncontrolled resource consumption""."
CVE-2024-6846,"The vulnerability in the ""Chatbot with ChatGPT WordPress"" plugin allows unauthenticated users to purge error and chat logs due to improper access control on some REST routes.   This flaw specifically impacts the components used to manage chat history and error logs within an LLM-related system, indicating a potential data leakage risk."
CVE-2024-7713,"The vulnerability CVE-2024-7713 involves an unauthenticated OpenAI API Key disclosure in the AI Chatbot with ChatGPT plugin for WordPress prior to version 2.1.0.   This exposes sensitive information that could be exploited for unauthorized access, as stated, ""discloses the Open AI API Key, allowing unauthenticated users to obtain it.""  "
CVE-2024-8309,"A vulnerability in the langchain-ai/langchain system allows for SQL injection through the GraphCypherQAChain class, impacting data integrity and security.   This is relevant because the exploitation of this vulnerability can lead to unauthorized data manipulation within a system used for large language model applications."
CVE-2024-7042,"A vulnerability in the GraphCypherQAChain class of langchain-ai/langchainjs allows for prompt injection leading to SQL injection, impacting user data and security.   This highlights a specific weakness in a component used for interacting with LLM queries, as it can lead to unauthorized manipulation and severe security breaches."
CVE-2024-7962,"An arbitrary file read vulnerability in gaizhenbiao/chuanhuchatgpt due to insufficient validation when loading prompt template files can lead to information leakage.   This is strongly relevant to LLM systems, as it mentions ""loading prompt template files"" which are core components used in LLM interactions."
CVE-2024-8143,"In the latest version of the app gaizhenbiao/chuanhuchatgpt, a vulnerability allows authenticated users to access the private chat histories of other users via the /file endpoint.   This is relevant because it exposes sensitive user data, potentially leading to data leaks and privacy violations, affecting the integrity of user interactions in the LLM context."
CVE-2024-7783,"The vulnerability in mintplex-labs/anything-llm involves improper storage of a password within a JWT used as a bearer token, revealing sensitive information when decoded.   This is strongly relevant to LLMs as it impacts the management of sensitive information in LLM-related applications, highlighting risks such as ""sensitive information, specifically a password, is improperly stored.""  "
CVE-2024-7557,"A vulnerability in OpenShift AI allows for authentication bypass and privilege escalation across AI models within the same namespace through exposed ServiceAccount tokens.   This issue highlights the potential for unauthorized access to sensitive resources within LLM environments, as it states, ""credentials from one model can be used to access other models and APIs."""
CVE-2024-8939,"A vulnerability in the ilab model serve component of the vllm JSON web API allows for Denial of Service (DoS) attacks due to improper handling of the best_of parameter.   This issue relates strongly to LLM operational integrity as it affects API responsiveness, preventing legitimate access by consuming excessive resources, evidenced by phrases like ""makes the API unresponsive."""
CVE-2024-7714,"The AI ChatBot with ChatGPT and Content Generator by AYS plugin for WordPress is vulnerable due to improper access controls, allowing unauthenticated users to disconnect it from OpenAI.   This vulnerability enables unauthorized actions such as 'ays_chatgpt_disconnect', which directly impacts the LLM's operational integrity in this specific use case.  "
CVE-2025-23042,"Gradio's Access Control List (ACL) for file paths can be bypassed due to improper authorization, allowing unauthorized access to sensitive files on the system.   This vulnerability is relevant to LLM contexts since Gradio facilitates building web applications for ML models, and unauthorized access diminishes the security of these deployments."
CVE-2025-25183,"vLLM, a high-throughput inference engine for LLMs, is vulnerable to predictable hash collisions due to changes in Python's hash function, leading to potential cache spoofing.   This vulnerability allows attackers to manipulate the prefix cache, leading to interference with responses, evidenced by ""maliciously constructed statements can lead to hash collisions, resulting in cache reuse.""  "
CVE-2025-24357,"vLLM is a library for LLM inference that has a vulnerability in the hf_model_weights_iterator which can allow for remote code execution (RCE) through the insecure deserialization of model weights.   The vulnerability arises from using `torch.load` without proper validation of data, leading to possible execution of arbitrary code during unpickling."
CVE-2024-4897,"The vulnerability allows remote code execution in the `parisneo/lollms-webui` system due to insecure handling of model files in the 'binding_zoo' feature.   This is relevant to LLMs because it directly involves the management of model files, which are critical in LLM operations, as indicated by ""allow attackers to upload and interact with a malicious model file.""  "
CVE-2024-56516,"free-one-api, which allows access to LLM reverse engineering libraries, uses MD5 for password storage, making user credentials vulnerable to attacks.   This is pertinent as MD5 is known to be insecure, with the advisory noting ""MD5 is a cryptographically broken hashing algorithm."""
CVE-2024-6961,"RAIL documents, an XML-based format used by Guardrails AI to enforce checks on LLM outputs, are vulnerable to XXE attacks, potentially leaking internal data.   This is relevant as it directly affects a component of LLM systems, where the exploitation of XML can compromise data integrity as noted in the description ""vulnerable to XXE.""  "
CVE-2024-6035,"Stored XSS vulnerability in the gaizhenbiao/chuanhuchatgpt system allows attackers to inject malicious scripts into chat history files, potentially compromising user security.   This issue is relevant to LLMs as it pertains to user interactions with chatbot systems, which may involve sensitive data and trust in the model's responses."
